COUNTY,field_2,UNIT,DIRECTION,LENGTH,
laik,5,44217,1,5000,
laik,5,44217,2,5000,
laik,5,44218,1,5000,
laik,5,44218,2,5000,
laik,5,44221,1,5000,
laik,5,44221,2,5000,
laik,5,44222,1,5000,
laik,5,44222,2,5000,
laik,5,44223,1,5000,
laik,5,44223,2,5000,
laik,5,44224,1,5000,
laik,5,44224,2,5000,
laik,5,44225,1,5000,
laik,5,44225,2,5000,
laik,5,44226,1,5000,
laik,5,44226,2,5000,
laik,5,44227,1,5000,
laik,5,44227,2,5000,
laik,5,44228,1,5000,
laik,5,44228,2,5000,
laik,5,44231,1,5000,
laik,5,44231,2,5000,
laik,5,44232,1,5000,
laik,5,44232,2,5000,
laik,5,44233,1,5000,
laik,5,44233,2,5000,
laik,5,44234,1,5000,
laik,5,44234,2,5000,
laik,5,44235,1,5000,
laik,5,44235,2,5000,
laik,5,44236,1,5000,
laik,5,44236,2,5000,
laik,5,44237,1,5000,
laik,5,44237,2,5000,
laik,5,44238,1,5000,
laik,5,44238,2,5000,
laik,5,44241,1,5000,
laik,5,44241,2,5000,
laik,5,44242,1,5000,
laik,5,44242,2,5000,
laik,5,44243,1,5000,
laik,5,44243,2,5000,
laik,5,44244,1,5000,
laik,5,44244,2,5000,
laik,5,44245,1,5000,
laik,5,44245,2,5000,
laik,5,44246,1,5000,
laik,5,44246,2,5000,
laik,5,44247,1,5000,
laik,5,44247,2,5000,
laik,5,44248,1,5000,
laik,5,44248,2,5000,
laik,5,44251,1,5000,
laik,5,44251,2,5000,
laik,5,44252,1,5000,
laik,5,44252,2,5000,
laik,5,44253,1,5000,
laik,5,44253,2,5000,
laik,5,44254,1,5000,
laik,5,44254,2,5000,
laik,5,44255,1,5000,
laik,5,44255,2,5000,
laik,5,44256,1,5000,
laik,5,44256,2,5000,
laik,5,44257,1,5000,
laik,5,44257,2,5000,
laik,5,44258,1,5000,
laik,5,44258,2,5000,
laik,5,44261,1,5000,
laik,5,44261,2,5000,
laik,5,44262,1,5000,
laik,5,44262,2,5000,
laik,5,44263,1,5000,
laik,5,44263,2,5000,
laik,5,44264,1,5000,
laik,5,44264,2,5000,
laik,5,44265,1,5000,
laik,5,44265,2,5000,
laik,5,44266,1,5000,
laik,5,44266,2,5000,
laik,5,44267,1,5000,
laik,5,44267,2,5000,
laik,5,44268,1,5000,
laik,5,44268,2,5000,
laik,5,44271,1,5000,
laik,5,44271,2,5000,
laik,5,44272,1,5000,
laik,5,44272,2,5000,
laik,5,44273,1,5000,
laik,5,44273,2,5000,
laik,5,44274,1,5000,
laik,5,44274,2,5000,
laik,5,44275,1,5000,
laik,5,44275,2,5000,
laik,5,44276,1,5000,
laik,5,44276,2,5000,
laik,5,44277,1,5000,
laik,5,44277,2,5000,
laik,5,44278,1,5000,
laik,5,44278,2,5000,
laik,5,44281,1,5000,
laik,5,44281,2,5000,
laik,5,44282,1,5000,
laik,5,44282,2,5000,
laik,5,44283,1,5000,
laik,5,44283,2,5000,
laik,5,44284,1,5000,
laik,5,44284,2,5000,
laik,5,44285,1,5000,
laik,5,44285,2,5000,
laik,5,44286,1,5000,
laik,5,44286,2,5000,
laik,5,44287,1,5000,
laik,5,44287,2,5000,
laik,5,44288,1,5000,
laik,5,44288,2,5000,
laik,5,44291,1,5000,
laik,5,44291,2,5000,
laik,5,44292,1,5000,
laik,5,44292,2,5000,
laik,5,44293,1,5000,
laik,5,44293,2,5000,
laik,5,44294,1,5000,
laik,5,44294,2,5000,
laik,5,44295,1,5000,
laik,5,44295,2,5000,
laik,5,44296,1,5000,
laik,5,44296,2,5000,
laik,5,44297,1,5000,
laik,5,44297,2,5000,
laik,5,44298,1,5000,
laik,5,44298,2,5000,
laik,5,44301,1,5000,
laik,5,44301,2,5000,
laik,5,44302,1,5000,
laik,5,44302,2,5000,
laik,5,44303,1,5000,
laik,5,44303,2,5000,
laik,5,44304,1,5000,
laik,5,44304,2,5000,
laik,5,44305,1,5000,
laik,5,44305,2,5000,
laik,5,44306,1,5000,
laik,5,44306,2,5000,
laik,5,44307,1,5000,
laik,5,44307,2,5000,
laik,5,44308,1,5000,
laik,5,44308,2,5000,
laik,5,44311,1,5000,
laik,5,44311,2,5000,
laik,5,44312,1,5000,
laik,5,44312,2,5000,
laik,5,44313,1,5000,
laik,5,44313,2,5000,
laik,5,44314,1,5000,
laik,5,44314,2,5000,
laik,5,44315,1,5000,
laik,5,44315,2,5000,
laik,5,44316,1,5000,
laik,5,44316,2,5000,
laik,5,44317,1,5000,
laik,5,44317,2,5000,
laik,5,44318,1,5000,
laik,5,44318,2,5000,
laik,5,44321,1,5000,
laik,5,44321,2,5000,
laik,5,44322,1,5000,
laik,5,44322,2,5000,
laik,5,44323,1,5000,
laik,5,44323,2,5000,
laik,5,44324,1,5000,
laik,5,44324,2,5000,
laik,5,44325,1,5000,
laik,5,44325,2,5000,
laik,5,44326,1,5000,
laik,5,44326,2,5000,
laik,5,44327,1,5000,
laik,5,44327,2,5000,
laik,5,44328,1,5000,
laik,5,44328,2,5000,
laik,5,44331,1,5000,
laik,5,44331,2,5000,
laik,5,44332,1,5000,
laik,5,44332,2,5000,
laik,5,44333,1,5000,
laik,5,44333,2,5000,
laik,5,44334,1,5000,
laik,5,44334,2,5000,
laik,5,44335,1,5000,
laik,5,44335,2,5000,
laik,5,44336,1,5000,
laik,5,44336,2,5000,
laik,5,44337,1,5000,
laik,5,44337,2,5000,
laik,5,44338,1,5000,
laik,5,44338,2,5000,
laik,5,44341,1,5000,
laik,5,44341,2,5000,
laik,5,44342,1,5000,
laik,5,44342,2,5000,
laik,5,44343,1,5000,
laik,5,44343,2,5000,
laik,5,44344,1,5000,
laik,5,44344,2,5000,
laik,5,44345,1,5000,
laik,5,44345,2,5000,
laik,5,44346,1,5000,
laik,5,44346,2,5000,
laik,5,44347,1,5000,
laik,5,44347,2,5000,
laik,5,44348,1,5000,
laik,5,44348,2,5000,
laik,5,44351,1,5000,
laik,5,44351,2,5000,
laik,5,44352,1,5000,
laik,5,44352,2,5000,
laik,5,44353,1,5000,
laik,5,44353,2,5000,
laik,5,44354,1,5000,
laik,5,44354,2,5000,
laik,5,44355,1,5000,
laik,5,44355,2,5000,
laik,5,44356,1,5000,
laik,5,44356,2,5000,
laik,5,44357,1,5000,
laik,5,44357,2,5000,
laik,5,44358,1,5000,
laik,5,44358,2,5000,
laik,5,44361,1,5000,
laik,5,44361,2,5000,
laik,5,44362,1,5000,
laik,5,44362,2,5000,
laik,5,44363,1,5000,
laik,5,44363,2,5000,
laik,5,44364,1,5000,
laik,5,44364,2,5000,
laik,5,44365,1,5000,
laik,5,44365,2,5000,
laik,5,44366,1,5000,
laik,5,44366,2,5000,
laik,5,44367,1,5000,
laik,5,44367,2,5000,
laik,5,44368,1,5000,
laik,5,44368,2,5000,
laik,5,44371,1,5000,
laik,5,44371,2,5000,
laik,5,44372,1,5000,
laik,5,44372,2,5000,
laik,5,44373,1,5000,
laik,5,44373,2,5000,
laik,5,44374,1,5000,
laik,5,44374,2,5000,
laik,5,44375,1,5000,
laik,5,44375,2,5000,
laik,5,44376,1,5000,
laik,5,44376,2,5000,
laik,5,44377,1,5000,
laik,5,44377,2,5000,
laik,5,44378,1,5000,
laik,5,44378,2,5000,
laik,5,44381,1,5000,
laik,5,44381,2,5000,
laik,5,44382,1,5000,
laik,5,44382,2,5000,
laik,5,44383,1,5000,
laik,5,44383,2,5000,
laik,5,44384,1,5000,
laik,5,44384,2,5000,
laik,5,44385,1,5000,
laik,5,44385,2,5000,
laik,5,44386,1,5000,
laik,5,44386,2,5000,
laik,5,44387,1,5000,
laik,5,44387,2,5000,
laik,5,44388,1,5000,
laik,5,44388,2,5000,
laik,5,44391,1,5000,
laik,5,44391,2,5000,
laik,5,44392,1,5000,
laik,5,44392,2,5000,
laik,5,44393,1,5000,
laik,5,44393,2,5000,
laik,5,44394,1,5000,
laik,5,44394,2,5000,
laik,5,44395,1,5000,
laik,5,44395,2,5000,
laik,5,44396,1,5000,
laik,5,44396,2,5000,
laik,5,44397,1,5000,
laik,5,44397,2,5000,
laik,5,44398,1,5000,
laik,5,44398,2,5000,
laik,5,44401,1,5000,
laik,5,44401,2,5000,
laik,5,44402,1,5000,
laik,5,44402,2,5000,
laik,5,44403,1,5000,
laik,5,44403,2,5000,
laik,5,44404,1,5000,
laik,5,44404,2,5000,
laik,5,44405,1,5000,
laik,5,44405,2,5000,
laik,5,44406,1,5000,
laik,5,44406,2,5000,
laik,5,44407,1,5000,
laik,5,44407,2,5000,
laik,5,44408,1,5000,
laik,5,44408,2,5000,
laik,5,44411,1,5000,
laik,5,44411,2,5000,
laik,5,44412,1,5000,
laik,5,44412,2,5000,
laik,5,44413,1,5000,
laik,5,44413,2,5000,
laik,5,44414,1,5000,
laik,5,44414,2,5000,
laik,5,44415,1,5000,
laik,5,44415,2,5000,
laik,5,44416,1,5000,
laik,5,44416,2,5000,
laik,5,44417,1,5000,
laik,5,44417,2,5000,
laik,5,44418,1,5000,
laik,5,44418,2,5000,
laik,5,44421,1,5000,
laik,5,44421,2,5000,
laik,5,44422,1,5000,
laik,5,44422,2,5000,
laik,5,44423,1,5000,
laik,5,44423,2,5000,
laik,5,44424,1,5000,
laik,5,44424,2,5000,
laik,5,44425,1,5000,
laik,5,44425,2,5000,
laik,5,44426,1,5000,
laik,5,44426,2,5000,
laik,5,44427,1,5000,
laik,5,44427,2,5000,
laik,5,44428,1,5000,
laik,5,44428,2,5000,
laik,5,44431,1,5000,
laik,5,44431,2,5000,
laik,5,44432,1,5000,
laik,5,44432,2,5000,
laik,5,44433,1,5000,
laik,5,44433,2,5000,
laik,5,44434,1,5000,
laik,5,44434,2,5000,
laik,5,44435,1,5000,
laik,5,44435,2,5000,
laik,5,44436,1,5000,
laik,5,44436,2,5000,
laik,5,44437,1,5000,
laik,5,44437,2,5000,
laik,5,44438,1,5000,
laik,5,44438,2,5000,
laik,5,44441,1,5000,
laik,5,44441,2,5000,
laik,5,44442,1,5000,
laik,5,44442,2,5000,
laik,5,44443,1,5000,
laik,5,44443,2,5000,
laik,5,44444,1,5000,
laik,5,44444,2,5000,
laik,5,44445,1,5000,
laik,5,44445,2,5000,
laik,5,44446,1,5000,
laik,5,44446,2,5000,
laik,5,44447,1,5000,
laik,5,44447,2,5000,
laik,5,44448,1,5000,
laik,5,44448,2,5000,
laik,5,44451,1,5000,
laik,5,44451,2,5000,
laik,5,44452,1,5000,
laik,5,44452,2,5000,
laik,5,44453,1,5000,
laik,5,44453,2,5000,
laik,5,44454,1,5000,
laik,5,44454,2,5000,
laik,5,44455,1,5000,
laik,5,44455,2,5000,
laik,5,44456,1,5000,
laik,5,44456,2,5000,
laik,5,44457,1,5000,
laik,5,44457,2,5000,
laik,5,44458,1,5000,
laik,5,44458,2,5000,
laik,5,44461,1,5000,
laik,5,44461,2,5000,
laik,5,44462,1,5000,
laik,5,44462,2,5000,
laik,5,44463,1,5000,
laik,5,44463,2,5000,
laik,5,44464,1,5000,
laik,5,44464,2,5000,
laik,5,44465,1,5000,
laik,5,44465,2,5000,
laik,5,44466,1,5000,
laik,5,44466,2,5000,
laik,5,44467,1,5000,
laik,5,44467,2,5000,
laik,5,44468,1,5000,
laik,5,44468,2,5000,
laik,5,44471,1,5000,
laik,5,44471,2,5000,
laik,5,44472,1,5000,
laik,5,44472,2,5000,
laik,5,44473,1,5000,
laik,5,44473,2,5000,
laik,5,44474,1,5000,
laik,5,44474,2,5000,
laik,5,44475,1,5000,
laik,5,44475,2,5000,
laik,5,44476,1,5000,
laik,5,44476,2,5000,
laik,5,44477,1,5000,
laik,5,44477,2,5000,
laik,5,44478,1,5000,
laik,5,44478,2,5000,
laik,5,44481,1,5000,
laik,5,44481,2,5000,
laik,5,44482,1,5000,
laik,5,44482,2,5000,
laik,5,44483,1,5000,
laik,5,44483,2,5000,
laik,5,44484,1,5000,
laik,5,44484,2,5000,
laik,5,44485,1,5000,
laik,5,44485,2,5000,
laik,5,44486,1,5000,
laik,5,44486,2,5000,
laik,5,44487,1,5000,
laik,5,44487,2,5000,
laik,5,44488,1,5000,
laik,5,44488,2,5000,
laik,5,44491,1,5000,
laik,5,44491,2,5000,
laik,5,44492,1,5000,
laik,5,44492,2,5000,
laik,5,44493,1,5000,
laik,5,44493,2,5000,
laik,5,44494,1,5000,
laik,5,44494,2,5000,
laik,5,44495,1,5000,
laik,5,44495,2,5000,
laik,5,44496,1,5000,
laik,5,44496,2,5000,
laik,5,44497,1,5000,
laik,5,44497,2,5000,
laik,5,44498,1,5000,
laik,5,44498,2,5000,
laik,5,44501,1,5000,
laik,5,44501,2,5000,
laik,5,44502,1,5000,
laik,5,44502,2,5000,
laik,5,44503,1,5000,
laik,5,44503,2,5000,
laik,5,44504,1,5000,
laik,5,44504,2,5000,
laik,5,44505,1,5000,
laik,5,44505,2,5000,
laik,5,44506,1,5000,
laik,5,44506,2,5000,
laik,5,44507,1,5000,
laik,5,44507,2,5000,
laik,5,44508,1,5000,
laik,5,44508,2,5000,
laik,5,44511,1,5000,
laik,5,44511,2,5000,
laik,5,44512,1,5000,
laik,5,44512,2,5000,
laik,5,44513,1,5000,
laik,5,44513,2,5000,
laik,5,44514,1,5000,
laik,5,44514,2,5000,
laik,5,44515,1,5000,
laik,5,44515,2,5000,
laik,5,44516,1,5000,
laik,5,44516,2,5000,
laik,5,44517,1,5000,
laik,5,44517,2,5000,
laik,5,44518,1,5000,
laik,5,44518,2,5000,
laik,5,44521,1,5000,
laik,5,44521,2,5000,
laik,5,44522,1,5000,
laik,5,44522,2,5000,
laik,5,44523,1,5000,
laik,5,44523,2,5000,
laik,5,44524,1,5000,
laik,5,44524,2,5000,
laik,5,44525,1,5000,
laik,5,44525,2,5000,
laik,5,44526,1,5000,
laik,5,44526,2,5000,
laik,5,44527,1,5000,
laik,5,44527,2,5000,
laik,5,44528,1,5000,
laik,5,44528,2,5000,
laik,5,44531,1,5000,
laik,5,44531,2,5000,
laik,5,44532,1,5000,
laik,5,44532,2,5000,
laik,5,44533,1,5000,
laik,5,44533,2,5000,
laik,5,44534,1,5000,
laik,5,44534,2,5000,
laik,5,44535,1,5000,
laik,5,44535,2,5000,
laik,5,44536,1,5000,
laik,5,44536,2,5000,
laik,5,44537,1,5000,
laik,5,44537,2,5000,
laik,5,44538,1,5000,
laik,5,44538,2,5000,
laik,5,44541,1,5000,
laik,5,44541,2,5000,
laik,5,44542,1,5000,
laik,5,44542,2,5000,
laik,5,44543,1,5000,
laik,5,44543,2,5000,
laik,5,44544,1,5000,
laik,5,44544,2,5000,
laik,5,44545,1,5000,
laik,5,44545,2,5000,
laik,5,44546,1,5000,
laik,5,44546,2,5000,
laik,5,44547,1,5000,
laik,5,44547,2,5000,
laik,5,44548,1,5000,
laik,5,44548,2,5000,
laik,5,44551,1,5000,
laik,5,44551,2,5000,
laik,5,44552,1,5000,
laik,5,44552,2,5000,
laik,5,44553,1,5000,
laik,5,44553,2,5000,
laik,5,44554,1,5000,
laik,5,44554,2,5000,
laik,5,44555,1,5000,
laik,5,44555,2,5000,
laik,5,44556,1,5000,
laik,5,44556,2,5000,
laik,5,44557,1,5000,
laik,5,44557,2,5000,
laik,5,44558,1,5000,
laik,5,44558,2,5000,
laik,5,44561,1,5000,
laik,5,44561,2,5000,
laik,5,44562,1,5000,
laik,5,44562,2,5000,
laik,5,44563,1,5000,
laik,5,44563,2,5000,
laik,5,44564,1,5000,
laik,5,44564,2,5000,
laik,5,44565,1,5000,
laik,5,44565,2,5000,
laik,5,44566,1,5000,
laik,5,44566,2,5000,
laik,5,44567,1,5000,
laik,5,44567,2,5000,
laik,5,44568,1,5000,
laik,5,44568,2,5000,
laik,5,44571,1,5000,
laik,5,44571,2,5000,
laik,5,44572,1,5000,
laik,5,44572,2,5000,
laik,5,44573,1,5000,
laik,5,44573,2,5000,
laik,5,44574,1,5000,
laik,5,44574,2,5000,
laik,5,44575,1,5000,
laik,5,44575,2,5000,
laik,5,44576,1,5000,
laik,5,44576,2,5000,
laik,5,44577,1,5000,
laik,5,44577,2,5000,
laik,5,44578,1,5000,
laik,5,44578,2,5000,
laik,5,44581,1,5000,
laik,5,44581,2,5000,
laik,5,44582,1,5000,
laik,5,44582,2,5000,
laik,5,44583,1,5000,
laik,5,44583,2,5000,
laik,5,44584,1,5000,
laik,5,44584,2,5000,
laik,5,44585,1,5000,
laik,5,44585,2,5000,
laik,5,44586,1,5000,
laik,5,44586,2,5000,
laik,5,44587,1,5000,
laik,5,44587,2,5000,
laik,5,44588,1,5000,
laik,5,44588,2,5000,
laik,5,44591,1,4664.215,
laik,5,44591,2,5000,
laik,5,44592,1,4137.707,
laik,5,44592,2,5000,
laik,5,44593,1,5000,
laik,5,44593,2,5000,
laik,5,44594,1,5000,
laik,5,44594,2,5000,
laik,5,44595,1,4400.961,
laik,5,44595,2,5000,
laik,5,44596,1,3874.449,
laik,5,44596,2,5000,
laik,5,44597,1,5000,
laik,5,44597,2,5000,
laik,5,44598,1,5000,
laik,5,44598,2,5000,
laik,5,44601,1,5000,
laik,5,44601,2,5000,
laik,5,44602,1,5000,
laik,5,44602,2,5000,
laik,5,44603,1,5000,
laik,5,44603,2,5000,
laik,5,44604,1,5000,
laik,5,44604,2,5000,
laik,5,44605,1,5000,
laik,5,44605,2,5000,
laik,5,44606,1,5000,
laik,5,44606,2,5000,
laik,5,44607,1,5000,
laik,5,44607,2,5000,
laik,5,44608,1,5000,
laik,5,44608,2,5000,
laik,5,44611,1,5000,
laik,5,44611,2,5000,
laik,5,44612,1,5000,
laik,5,44612,2,5000,
laik,5,44613,1,5000,
laik,5,44613,2,5000,
laik,5,44614,1,5000,
laik,5,44614,2,5000,
laik,5,44615,1,5000,
laik,5,44615,2,5000,
laik,5,44616,1,5000,
laik,5,44616,2,5000,
laik,5,44617,1,5000,
laik,5,44617,2,5000,
laik,5,44618,1,5000,
laik,5,44618,2,5000,
laik,5,44621,1,5000,
laik,5,44621,2,5000,
laik,5,44622,1,5000,
laik,5,44622,2,5000,
laik,5,44623,1,5000,
laik,5,44623,2,5000,
laik,5,44624,1,5000,
laik,5,44624,2,5000,
laik,5,44625,1,5000,
laik,5,44625,2,5000,
laik,5,44626,1,5000,
laik,5,44626,2,5000,
laik,5,44627,1,5000,
laik,5,44627,2,5000,
laik,5,44628,1,5000,
laik,5,44628,2,5000,
laik,5,44631,1,5000,
laik,5,44631,2,5000,
laik,5,44632,1,5000,
laik,5,44632,2,5000,
laik,5,44633,1,5000,
laik,5,44633,2,5000,
laik,5,44634,1,5000,
laik,5,44634,2,5000,
laik,5,44635,1,5000,
laik,5,44635,2,5000,
laik,5,44636,1,5000,
laik,5,44636,2,5000,
laik,5,44637,1,5000,
laik,5,44637,2,5000,
laik,5,44638,1,5000,
laik,5,44638,2,5000,
laik,5,44641,1,5000,
laik,5,44641,2,5000,
laik,5,44642,1,5000,
laik,5,44642,2,5000,
laik,5,44643,1,5000,
laik,5,44643,2,5000,
laik,5,44644,1,5000,
laik,5,44644,2,5000,
laik,5,44645,1,5000,
laik,5,44645,2,5000,
laik,5,44646,1,5000,
laik,5,44646,2,5000,
laik,5,44647,1,5000,
laik,5,44647,2,5000,
laik,5,44648,1,5000,
laik,5,44648,2,5000,
laik,5,44651,1,5000,
laik,5,44651,2,5000,
laik,5,44652,1,5000,
laik,5,44652,2,5000,
laik,5,44653,1,5000,
laik,5,44653,2,5000,
laik,5,44654,1,5000,
laik,5,44654,2,5000,
laik,5,44655,1,5000,
laik,5,44655,2,5000,
laik,5,44656,1,5000,
laik,5,44656,2,5000,
laik,5,44657,1,5000,
laik,5,44657,2,5000,
laik,5,44658,1,5000,
laik,5,44658,2,5000,
laik,5,44661,1,5000,
laik,5,44661,2,2650.531,
laik,5,44662,1,2147.656,
laik,5,44663,1,5000,
laik,5,44663,2,5000,
laik,5,44664,1,2296.754,
laik,5,44664,2,5000,
laik,5,44665,1,4787.555,
laik,5,44665,2,4199.844,
laik,5,44667,1,3772.172,
laik,5,44667,2,3069.844,
laik,5,44668,1,2033.5,
laik,5,44673,1,1770.246,
laik,5,44673,2,5000,
laik,5,44674,1,1243.738,
laik,5,44674,2,5000,
laik,5,44677,1,1506.992,
laik,5,44678,1,980.484,
laik,5,44683,1,717.231,
laik,5,44683,2,5000,
laik,5,44684,1,190.723,
laik,5,44684,2,1811.219,
laik,5,44687,1,453.977,
laik,5,44702,2,3138.328,
laik,5,44703,1,1795.953,
laik,5,44703,2,5000,
laik,5,44704,1,3196.117,
laik,5,44704,2,5000,
laik,5,44706,1,618.508,
laik,5,44706,2,558.234,
laik,5,44707,1,2355.063,
laik,5,44707,2,1851.938,
laik,5,44708,1,5000,
laik,5,44708,2,5000,
laik,5,44711,1,3040.906,
laik,5,44711,2,5000,
laik,5,44712,1,5000,
laik,5,44712,2,5000,
laik,5,44713,1,5000,
laik,5,44713,2,5000,
laik,5,44714,1,5000,
laik,5,44714,2,5000,
laik,5,44715,1,5000,
laik,5,44715,2,5000,
laik,5,44716,1,5000,
laik,5,44716,2,5000,
laik,5,44717,1,5000,
laik,5,44717,2,5000,
laik,5,44718,1,5000,
laik,5,44718,2,5000,
laik,5,44721,1,5000,
laik,5,44721,2,5000,
laik,5,44722,1,5000,
laik,5,44722,2,5000,
laik,5,44723,1,5000,
laik,5,44723,2,5000,
laik,5,44724,1,5000,
laik,5,44724,2,5000,
laik,5,44725,1,5000,
laik,5,44725,2,5000,
laik,5,44726,1,5000,
laik,5,44726,2,5000,
laik,5,44727,1,5000,
laik,5,44727,2,5000,
laik,5,44728,1,5000,
laik,5,44728,2,5000,
laik,5,44731,1,5000,
laik,5,44731,2,5000,
laik,5,44732,1,5000,
laik,5,44732,2,5000,
laik,5,44733,1,5000,
laik,5,44733,2,5000,
laik,5,44734,1,5000,
laik,5,44734,2,5000,
laik,5,44735,1,5000,
laik,5,44735,2,5000,
laik,5,44736,1,5000,
laik,5,44736,2,5000,
laik,5,44737,1,5000,
laik,5,44737,2,5000,
laik,5,44738,1,5000,
laik,5,44738,2,5000,
laik,5,44741,1,5000,
laik,5,44741,2,5000,
laik,5,44742,1,5000,
laik,5,44742,2,5000,
laik,5,44743,1,5000,
laik,5,44743,2,5000,
laik,5,44744,1,5000,
laik,5,44744,2,5000,
laik,5,44745,1,5000,
laik,5,44745,2,5000,
laik,5,44746,1,5000,
laik,5,44746,2,5000,
laik,5,44747,1,5000,
laik,5,44747,2,5000,
laik,5,44748,1,5000,
laik,5,44748,2,5000,
laik,5,44751,1,5000,
laik,5,44751,2,5000,
laik,5,44752,1,5000,
laik,5,44752,2,5000,
laik,5,44753,1,5000,
laik,5,44753,2,5000,
laik,5,44754,1,5000,
laik,5,44754,2,5000,
laik,5,44755,1,5000,
laik,5,44755,2,5000,
laik,5,44756,1,5000,
laik,5,44756,2,5000,
laik,5,44757,1,5000,
laik,5,44757,2,5000,
laik,5,44758,1,5000,
laik,5,44758,2,5000,
laik,5,44761,1,5000,
laik,5,44761,2,5000,
laik,5,44762,1,5000,
laik,5,44762,2,4205.031,
laik,5,44763,1,5000,
laik,5,44763,2,5000,
laik,5,44764,1,5000,
laik,5,44764,2,2204,
laik,5,44765,1,5000,
laik,5,44765,2,5000,
laik,5,44766,1,5000,
laik,5,44766,2,3977.094,
laik,5,44767,1,5000,
laik,5,44767,2,5000,
laik,5,44768,1,3212.852,
laik,5,44768,2,2697.531,
laik,5,44811,2,494.328,
laik,5,44812,1,870.25,
laik,5,44812,2,5000,
laik,5,44813,2,3334.531,
laik,5,44814,1,5000,
laik,5,44814,2,5000,
laik,5,44816,1,5000,
laik,5,44816,2,4074.234,
laik,5,44817,1,1469.133,
laik,5,44817,2,1914.422,
laik,5,44818,1,5000,
laik,5,44818,2,5000,
laik,5,44821,1,5000,
laik,5,44821,2,5000,
laik,5,44822,1,4870.109,
laik,5,44822,2,5000,
laik,5,44823,1,5000,
laik,5,44823,2,5000,
laik,5,44824,1,5000,
laik,5,44824,2,5000,
laik,5,44825,1,4874.32,
laik,5,44825,2,5000,
laik,5,44826,1,4865.898,
laik,5,44826,2,5000,
laik,5,44827,1,5000,
laik,5,44827,2,5000,
laik,5,44828,1,5000,
laik,5,44828,2,5000,
laik,5,44831,1,4861.688,
laik,5,44831,2,5000,
laik,5,44832,1,4853.273,
laik,5,44832,2,5000,
laik,5,44833,1,5000,
laik,5,44833,2,5000,
laik,5,44834,1,5000,
laik,5,44834,2,5000,
laik,5,44835,1,4857.484,
laik,5,44835,2,5000,
laik,5,44836,1,4849.063,
laik,5,44836,2,5000,
laik,5,44837,1,5000,
laik,5,44837,2,5000,
laik,5,44838,1,5000,
laik,5,44838,2,5000,
laik,5,44841,1,4844.852,
laik,5,44841,2,5000,
laik,5,44842,1,5000,
laik,5,44842,2,5000,
laik,5,44843,1,5000,
laik,5,44843,2,5000,
laik,5,44844,1,5000,
laik,5,44844,2,5000,
laik,5,44845,1,5000,
laik,5,44845,2,5000,
laik,5,44846,1,5000,
laik,5,44846,2,5000,
laik,5,44847,1,5000,
laik,5,44847,2,5000,
laik,5,44848,1,5000,
laik,5,44848,2,5000,
laik,5,44851,1,5000,
laik,5,44851,2,5000,
laik,5,44852,1,5000,
laik,5,44852,2,5000,
laik,5,44853,1,5000,
laik,5,44853,2,5000,
laik,5,44854,1,5000,
laik,5,44854,2,5000,
laik,5,44855,1,5000,
laik,5,44855,2,5000,
laik,5,44856,1,5000,
laik,5,44856,2,4829.797,
laik,5,44857,1,5000,
laik,5,44857,2,5000,
laik,5,44858,1,5000,
laik,5,44858,2,5000,
laik,5,44861,1,1844.133,
laik,5,44861,2,1105.203,
laik,5,44863,1,5000,
laik,5,44863,2,5000,
laik,5,44864,1,1174.328,
laik,5,44864,2,4209.688,
laik,5,44867,1,1333.281,
laik,5,44867,2,2169.125,
laik,5,44868,1,377.359,
laik,5,44914,2,2578.484,
laik,5,44918,1,271.359,
laik,5,44918,2,1234.047,
laik,5,44923,1,2032.469,
laik,5,44927,2,335.078,
laik,5,44943,2,4104.375,
laik,5,44944,2,5000,
laik,5,44947,1,408.93,
laik,5,44948,1,1093.195,
laik,5,44948,2,1267.297,
laik,5,44951,2,4492.609,
laik,5,44952,1,650.281,
laik,5,44952,2,1070.531,
laik,5,44953,1,4556.508,
laik,5,44953,2,5000,
laik,5,44954,1,5000,
laik,5,44954,2,3688.469,
laik,5,44955,1,769.109,
laik,5,44957,1,5000,
laik,5,44957,2,5000,
laik,5,44958,1,2286.172,
laik,5,44958,2,2413.469,
laik,5,45001,1,2392.665,
laik,5,45005,1,1162.337,
laik,5,45101,1,5000,
laik,5,45101,2,5000,
laik,5,45102,1,5000,
laik,5,45102,2,3611.531,
laik,5,45103,1,5000,
laik,5,45103,2,3277.031,
laik,5,45104,1,3977.384,
laik,5,45105,1,5000,
laik,5,45105,2,5000,
laik,5,45106,1,5000,
laik,5,45106,2,4395.938,
laik,5,45107,1,5000,
laik,5,45107,2,5000,
laik,5,45108,1,1800.389,
laik,5,45108,2,1831.875,
laik,5,45111,1,1803.023,
laik,5,45201,1,5000,
laik,5,45201,2,5000,
laik,5,45202,1,5000,
laik,5,45202,2,5000,
laik,5,45203,1,5000,
laik,5,45203,2,5000,
laik,5,45204,1,5000,
laik,5,45204,2,5000,
laik,5,45205,1,5000,
laik,5,45205,2,5000,
laik,5,45206,1,5000,
laik,5,45206,2,5000,
laik,5,45207,1,5000,
laik,5,45207,2,5000,
laik,5,45208,1,5000,
laik,5,45208,2,5000,
laik,5,45211,1,5000,
laik,5,45211,2,5000,
laik,5,45212,1,5000,
laik,5,45212,2,2285.563,
laik,5,45213,1,5000,
laik,5,45213,2,2764.25,
laik,5,45214,1,3525.348,
laik,5,45215,1,5000,
